angle,direction,length,order,shape,color
45.0,left,,140,flower,purple
,forward,150.0,58,twirl,green
,forward,100.0,76,flower,green
,forward,25.0,99,circle,black
90.0,left,,120,box_flower,purple
,forward,100.0,121,box_flower,purple
123.0,left,,51,twirl,green
90.0,left,,113,box_flower,yellow
,forward,100.0,114,flower,yellow
,forward,110.0,22,spiral_star,brown
144.0,right,,17,spiral_star,yellow
,forward,100.0,29,box_flower,green
144.0,right,,65,spiral_star,black
120.0,right,,1,star,purple
,forward,100.0,141,flower,yellow
,forward,150.0,48,twirl,blue
123.0,left,,3,twirl,black
,forward,230.0,46,spiral_star,blue
,forward,100.0,54,flower,green
20.0,right,,78,circle,brown
123.0,left,,33,twirl,black
,forward,150.0,40,twirl,purple
144.0,right,,7,spiral_star,purple
,forward,100.0,157,flower,purple
144.0,right,,33,spiral_star,brown
,forward,150.0,92,twirl,green
45.0,left,,28,flower,purple
,forward,210.0,42,spiral_star,brown
90.0,left,,70,box_flower,red
,forward,100.0,155,flower,black
90.0,left,,147,box_flower,red
20.0,right,,86,circle,blue
144.0,right,,47,spiral_star,purple
,forward,100.0,60,box_flower,green
45.0,left,,122,flower,brown
,forward,70.0,14,spiral_star,red
123.0,left,,71,twirl,red
,forward,80.0,12,star,red
20.0,left,,116,box_flower,green
20.0,left,,107,box_flower,purple
,forward,170.0,34,spiral_star,black
144.0,right,,53,spiral_star,purple
90.0,left,,12,box_flower,red
,forward,100.0,6,flower,blue
90.0,left,,118,box_flower,blue
90.0,left,,88,box_flower,brown
,forward,100.0,123,flower,brown
,forward,330.0,66,spiral_star,yellow
,forward,100.0,72,box_flower,yellow
135.0,left,,156,flower,red
,forward,100.0,27,box_flower,black
,forward,150.0,94,twirl,purple
,forward,100.0,159,box_flower,green
144.0,right,,29,spiral_star,purple
135.0,left,,75,flower,purple
45.0,left,,59,flower,blue
,forward,100.0,146,flower,red
144.0,right,,63,spiral_star,brown
,forward,150.0,28,twirl,blue
135.0,left,,138,flower,blue
90.0,left,,66,box_flower,purple
,forward,80.0,8,star,yellow
120.0,right,,1,star,green
,forward,260.0,52,spiral_star,red
,forward,190.0,38,spiral_star,red
,forward,150.0,14,twirl,brown
20.0,left,,98,flower,blue
,forward,100.0,135,box_flower,brown
45.0,left,,41,flower,brown
90.0,left,,86,box_flower,green
,forward,25.0,97,circle,purple
-48.0,right,,11,star,green
-48.0,right,,11,star,blue
,forward,100.0,11,box_flower,brown
,forward,100.0,90,flower,red
90.0,left,,136,box_flower,red
90.0,left,,75,box_flower,black
135.0,left,,75,flower,yellow
45.0,left,,14,flower,yellow
45.0,left,,64,flower,red
45.0,left,,131,flower,purple
20.0,left,,17,flower,purple
,forward,150.0,16,twirl,black
,forward,150.0,22,twirl,red
,forward,100.0,6,flower,green
20.0,left,,44,flower,blue
,forward,100.0,60,flower,purple
,forward,100.0,126,box_flower,blue
,forward,100.0,153,flower,red
,forward,20.0,4,spiral_star,brown
123.0,left,,73,twirl,red
,forward,100.0,9,box_flower,green
90.0,left,,140,box_flower,blue
144.0,right,,41,spiral_star,brown
90.0,left,,154,box_flower,yellow
,forward,100.0,94,flower,brown
,forward,100.0,2,flower,purple
,forward,100.0,94,flower,yellow
90.0,left,,7,box,blue
,forward,100.0,110,flower,black
45.0,left,,158,flower,yellow
90.0,left,,68,box_flower,blue
20.0,right,,74,circle,red
45.0,left,,14,flower,purple
,forward,100.0,105,flower,purple
,forward,50.0,10,spiral_star,blue
90.0,left,,84,box_flower,yellow
135.0,left,,138,flower,brown
135.0,left,,43,flower,black
,forward,160.0,32,spiral_star,brown
123.0,left,,85,twirl,purple
20.0,left,,98,box_flower,red
,forward,25.0,99,circle,yellow
,forward,160.0,32,spiral_star,black
,forward,100.0,103,flower,black
,forward,100.0,65,box_flower,green
,forward,120.0,24,spiral_star,black
90.0,left,,19,box_flower,red
90.0,left,,106,box_flower,blue
,forward,240.0,48,spiral_star,green
,forward,80.0,0,star,blue
,forward,100.0,36,box_flower,red
123.0,left,,41,twirl,yellow
,forward,200.0,40,spiral_star,black
,forward,100.0,123,flower,red
144.0,right,,15,spiral_star,blue
45.0,left,,46,flower,yellow
,forward,100.0,42,flower,blue
,forward,100.0,85,flower,blue
45.0,left,,73,flower,red
90.0,left,,140,box_flower,black
,forward,100.0,69,flower,black
,forward,100.0,22,flower,black
144.0,right,,41,spiral_star,blue
,forward,150.0,42,twirl,green
90.0,left,,75,box_flower,purple
20.0,right,,82,circle,yellow
,forward,110.0,22,spiral_star,black
90.0,left,,77,box_flower,red
20.0,left,,134,flower,red
,forward,100.0,139,box_flower,brown
,forward,100.0,33,box_flower,brown
135.0,left,,79,flower,yellow
,forward,100.0,31,box_flower,brown
,forward,30.0,6,spiral_star,purple
,forward,150.0,10,twirl,black
,forward,100.0,15,box_flower,brown
,forward,100.0,67,flower,yellow
90.0,left,,41,box_flower,black
,forward,10.0,2,spiral_star,purple
144.0,right,,51,spiral_star,black
135.0,left,,48,flower,blue
,forward,40.0,8,spiral_star,purple
,forward,100.0,137,box_flower,black
90.0,left,,41,box_flower,brown
,forward,150.0,74,twirl,purple
20.0,right,,76,circle,blue
,forward,100.0,117,box_flower,purple
,forward,100.0,85,flower,red
,forward,150.0,94,twirl,red
123.0,left,,19,twirl,green
,forward,100.0,157,flower,red
,forward,100.0,153,flower,blue
144.0,right,,57,spiral_star,red
20.0,right,,80,circle,green
,forward,250.0,50,spiral_star,yellow
,forward,100.0,92,flower,green
90.0,left,,91,box_flower,green
,forward,100.0,78,flower,yellow
,forward,10.0,2,spiral_star,blue
,forward,100.0,153,box_flower,purple
,forward,100.0,137,flower,green
90.0,left,,133,box_flower,blue
,forward,170.0,34,spiral_star,green
123.0,left,,23,twirl,blue
90.0,left,,156,box_flower,blue
,forward,150.0,94,twirl,blue
,forward,100.0,27,flower,blue
20.0,left,,152,box_flower,black
,forward,100.0,135,flower,red
45.0,left,,73,flower,purple
,forward,100.0,123,box_flower,purple
45.0,left,,10,flower,brown
90.0,left,,12,box_flower,black
,forward,150.0,22,twirl,blue
,forward,100.0,15,box_flower,purple
,forward,100.0,69,box_flower,blue
90.0,left,,160,box_flower,green
,forward,150.0,0,twirl,green
45.0,left,,59,flower,black
20.0,right,,92,circle,brown
90.0,left,,55,box_flower,purple
,forward,100.0,0,flower,yellow
,forward,20.0,4,spiral_star,green
,forward,100.0,2,box,green
90.0,left,,41,box_flower,red
,forward,100.0,42,box_flower,purple
,forward,80.0,16,star,purple
,forward,100.0,130,flower,brown
90.0,left,,52,box_flower,brown
,forward,100.0,20,box_flower,purple
,forward,100.0,144,box_flower,green
,forward,110.0,22,spiral_star,purple
20.0,right,,92,circle,green
144.0,right,,33,spiral_star,green
,forward,100.0,0,flower,blue
,forward,100.0,81,box_flower,brown
123.0,left,,69,twirl,red
,forward,25.0,89,circle,green
123.0,left,,43,twirl,yellow
,forward,150.0,12,twirl,brown
144.0,right,,69,spiral_star,green
90.0,left,,52,box_flower,black
135.0,left,,7,flower,yellow
90.0,left,,41,box_flower,green
144.0,right,,59,spiral_star,green
,forward,100.0,42,flower,brown
90.0,left,,84,box_flower,blue
20.0,left,,35,box_flower,brown
,forward,100.0,150,box_flower,brown
,forward,100.0,18,box_flower,blue
,forward,150.0,40,twirl,black
90.0,left,,156,box_flower,black
123.0,left,,99,twirl,black
135.0,left,,52,flower,brown
,forward,100.0,78,box_flower,purple
,forward,25.0,101,circle,black
,forward,100.0,146,box_flower,purple
90.0,left,,25,box_flower,green
,forward,100.0,40,flower,green
,forward,100.0,85,box_flower,brown
,forward,150.0,60,twirl,green
123.0,left,,9,twirl,blue
144.0,right,,15,spiral_star,yellow
123.0,left,,51,twirl,brown
144.0,right,,1,spiral_star,brown
120.0,right,,13,star,blue
135.0,left,,93,flower,red
144.0,right,,9,spiral_star,black
,forward,100.0,94,flower,green
90.0,left,,50,box_flower,yellow
123.0,left,,35,twirl,green
20.0,left,,26,box_flower,yellow
120.0,right,,13,star,green
45.0,left,,37,flower,brown
90.0,left,,73,box_flower,blue
135.0,left,,39,flower,yellow
,forward,100.0,27,box_flower,yellow
,forward,150.0,84,twirl,red
20.0,right,,72,circle,green
90.0,left,,109,box_flower,purple
135.0,left,,97,flower,blue
,forward,60.0,12,spiral_star,purple
,forward,100.0,0,box_flower,red
45.0,left,,41,flower,green
,forward,100.0,83,flower,red
,forward,150.0,70,twirl,purple
,forward,100.0,4,box_flower,purple
,forward,100.0,110,flower,red
90.0,left,,57,box_flower,purple
20.0,left,,152,flower,purple
,forward,100.0,123,box_flower,blue
90.0,left,,140,box_flower,yellow
135.0,left,,120,flower,purple
20.0,right,,104,circle,yellow
20.0,left,,8,box_flower,black
,forward,100.0,6,flower,yellow
90.0,left,,43,box_flower,purple
,forward,100.0,112,flower,purple
,forward,150.0,98,twirl,black
90.0,left,,5,box_flower,purple
45.0,left,,91,flower,yellow
,forward,100.0,63,box_flower,red
20.0,left,,53,flower,green
20.0,left,,8,flower,purple
90.0,left,,91,box_flower,purple
,forward,100.0,99,box_flower,yellow
,forward,100.0,56,flower,black
,forward,150.0,80,twirl,purple
123.0,left,,53,twirl,purple
45.0,left,,55,flower,red
45.0,left,,41,flower,yellow
123.0,left,,83,twirl,yellow
,forward,330.0,66,spiral_star,purple
123.0,left,,93,twirl,purple
,forward,100.0,0,box,blue
,forward,100.0,90,flower,blue
90.0,left,,50,box_flower,brown
123.0,left,,69,twirl,purple
45.0,left,,136,flower,black
45.0,left,,10,flower,green
90.0,left,,28,box_flower,blue
,forward,100.0,69,flower,yellow
20.0,left,,8,box_flower,brown
20.0,right,,84,circle,purple
,forward,150.0,10,twirl,green
90.0,left,,57,box_flower,red
144.0,right,,27,spiral_star,brown
123.0,left,,21,twirl,yellow
90.0,left,,1,box,purple
,forward,340.0,68,spiral_star,yellow
144.0,right,,55,spiral_star,brown
,forward,100.0,146,flower,purple
,forward,130.0,26,spiral_star,purple
135.0,left,,102,flower,blue
144.0,right,,19,spiral_star,red
20.0,left,,26,flower,red
135.0,left,,25,flower,red
20.0,left,,35,flower,black
20.0,left,,26,flower,blue
135.0,left,,57,flower,red
90.0,left,,86,box_flower,yellow
,forward,100.0,0,box,brown
,forward,150.0,40,twirl,brown
90.0,left,,39,box_flower,black
45.0,left,,5,flower,yellow
,forward,100.0,51,flower,purple
123.0,left,,1,twirl,brown
,forward,100.0,126,flower,purple
,forward,80.0,14,star,red
,forward,100.0,36,box_flower,yellow
90.0,left,,1,box_flower,yellow
20.0,right,,82,circle,green
,forward,150.0,52,twirl,brown
,forward,100.0,126,box_flower,brown
45.0,left,,122,flower,green
135.0,left,,124,flower,blue
20.0,right,,84,circle,black
123.0,left,,31,twirl,black
,forward,100.0,96,flower,black
,forward,150.0,34,twirl,blue
120.0,right,,13,star,yellow
,forward,100.0,74,box_flower,blue
135.0,left,,57,flower,green
,forward,100.0,92,flower,black
,forward,140.0,28,spiral_star,blue
90.0,left,,32,box_flower,brown
20.0,right,,76,circle,yellow
,forward,80.0,14,star,black
,forward,80.0,2,star,yellow
,forward,100.0,128,box_flower,purple
,forward,100.0,108,flower,brown
144.0,right,,33,spiral_star,black
,forward,100.0,146,flower,blue
123.0,left,,15,twirl,brown
,forward,100.0,103,flower,yellow
135.0,left,,61,flower,yellow
90.0,left,,106,box_flower,yellow
,forward,150.0,92,twirl,brown
,forward,150.0,78,twirl,green
45.0,left,,14,flower,black
20.0,right,,80,circle,blue
90.0,left,,133,box_flower,purple
123.0,left,,57,twirl,green
20.0,left,,143,box_flower,yellow
,forward,100.0,126,box_flower,purple
,forward,100.0,4,flower,black
,forward,100.0,6,box,yellow
,forward,90.0,18,spiral_star,red
135.0,left,,93,flower,black
123.0,left,,33,twirl,green
90.0,left,,104,box_flower,brown
,forward,25.0,81,circle,red
,forward,190.0,38,spiral_star,purple
,forward,100.0,22,flower,yellow
,forward,100.0,6,flower,red
20.0,left,,89,box_flower,red
144.0,right,,45,spiral_star,yellow
45.0,left,,149,flower,black
,forward,100.0,144,box_flower,black
,forward,100.0,155,box_flower,red
,forward,100.0,85,box_flower,black
,forward,100.0,20,spiral_star,blue
,forward,150.0,56,twirl,blue
123.0,left,,41,twirl,blue
90.0,left,,5,box_flower,black
135.0,left,,138,flower,green
,forward,100.0,76,box_flower,blue
,forward,80.0,18,star,black
,forward,100.0,20,box_flower,brown
,forward,100.0,83,flower,green
45.0,left,,109,flower,red
,forward,100.0,6,flower,black
90.0,left,,61,box_flower,red
90.0,left,,3,box,brown
90.0,left,,16,box_flower,yellow
,forward,80.0,0,star,black
45.0,left,,1,flower,red
,forward,230.0,46,spiral_star,black
144.0,right,,45,spiral_star,brown
45.0,left,,19,flower,green
123.0,left,,79,twirl,green
135.0,left,,115,flower,yellow
,forward,100.0,13,box_flower,blue
144.0,right,,17,spiral_star,green
20.0,left,,161,flower,red
123.0,left,,37,twirl,purple
90.0,left,,127,box_flower,black
,forward,100.0,40,box_flower,blue
,forward,100.0,128,box_flower,blue
20.0,left,,17,flower,black
135.0,left,,151,flower,brown
135.0,left,,147,flower,black
,forward,100.0,18,box_flower,brown
,forward,330.0,66,spiral_star,red
123.0,left,,71,twirl,green
90.0,left,,145,box_flower,purple
144.0,right,,63,spiral_star,yellow
20.0,right,,76,circle,red
,forward,100.0,54,flower,brown
90.0,left,,7,box,green
,forward,100.0,69,flower,blue
,forward,100.0,67,flower,green
-48.0,right,,3,star,blue
123.0,left,,65,twirl,yellow
20.0,left,,134,flower,blue
123.0,left,,39,twirl,green
,forward,100.0,150,flower,blue
-48.0,right,,19,star,yellow
45.0,left,,10,flower,black
90.0,left,,124,box_flower,green
,forward,100.0,148,box_flower,brown
123.0,left,,53,twirl,black
,forward,240.0,48,spiral_star,red
,forward,150.0,16,twirl,yellow
20.0,left,,44,box_flower,red
90.0,left,,145,box_flower,brown
20.0,left,,71,box_flower,blue
,forward,150.0,18,twirl,red
,forward,100.0,153,box_flower,yellow
20.0,left,,35,flower,purple
90.0,left,,120,box_flower,green
90.0,left,,111,box_flower,red
135.0,left,,34,flower,purple
144.0,right,,37,spiral_star,yellow
,forward,100.0,11,box_flower,yellow
45.0,left,,86,flower,yellow
20.0,left,,143,box_flower,black
135.0,left,,88,flower,green
,forward,100.0,4,flower,yellow
123.0,left,,89,twirl,purple
120.0,right,,1,star,yellow
,forward,150.0,32,twirl,blue
,forward,300.0,60,spiral_star,brown
135.0,left,,21,flower,purple
,forward,150.0,64,twirl,blue
,forward,150.0,70,twirl,green
,forward,240.0,48,spiral_star,purple
,forward,100.0,56,flower,yellow
,forward,100.0,49,flower,blue
20.0,left,,161,flower,purple
,forward,100.0,20,flower,blue
135.0,left,,57,flower,black
45.0,left,,149,flower,brown
90.0,left,,64,box_flower,red
,forward,100.0,128,flower,red
,forward,100.0,153,box_flower,red
,forward,100.0,76,box_flower,green
144.0,right,,19,spiral_star,purple
,forward,100.0,159,flower,purple
,forward,25.0,77,circle,yellow
144.0,right,,7,spiral_star,green
,forward,25.0,79,circle,purple
,forward,290.0,58,spiral_star,blue
123.0,left,,17,twirl,blue
123.0,left,,61,twirl,yellow
123.0,left,,19,twirl,yellow
,forward,150.0,30,spiral_star,yellow
135.0,left,,147,flower,brown
,forward,100.0,81,flower,black
-48.0,right,,15,star,black
